against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,classfication,experience_growth,height_m,percentage_male,pokedex_number,weight_kg
1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,530,45,Ice Break Pokémon,1059860,1.4,50,365,150.6
1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,5120,70,530,45,Ice Break Pokémon,1059860,1.4,50,365,150.6
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,345,255,Bivalve Pokémon,600000,0.4,50,366,52.5
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,345,255,Bivalve Pokémon,600000,0.4,50,366,52.5
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,485,60,Deep Sea Pokémon,600000,1.7,50,367,27.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,485,60,Deep Sea Pokémon,600000,1.7,50,367,27.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,485,60,South Sea Pokémon,600000,1.8,50,368,22.6
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,485,60,South Sea Pokémon,600000,1.8,50,368,22.6
1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,10240,70,485,25,Longevity Pokémon,1250000,1.0,88.1,369,23.4
1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,10240,70,485,25,Longevity Pokémon,1250000,1.0,88.1,369,23.4
1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,10240,70,485,25,Longevity Pokémon,1250000,1.0,88.1,369,23.4
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,330,225,Rendezvous Pokémon,800000,0.6,24.6,370,8.7
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,330,225,Rendezvous Pokémon,800000,0.6,24.6,370,8.7
1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,300,45,Rock Head Pokémon,1250000,0.6,50,371,42.1
1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,300,45,Rock Head Pokémon,1250000,0.6,50,371,42.1
1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,420,45,Endurance Pokémon,1250000,1.1,50,372,110.5
1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,420,45,Endurance Pokémon,1250000,1.1,50,372,110.5
0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,10240,35,700,45,Dragon Pokémon,1250000,1.5,50,373,102.6
0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,10240,35,700,45,Dragon Pokémon,1250000,1.5,50,373,102.6
1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,300,3,Iron Ball Pokémon,1250000,0.6,,374,95.2
1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,300,3,Iron Ball Pokémon,1250000,0.6,,374,95.2
1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,420,3,Iron Claw Pokémon,1250000,1.2,,375,202.5
1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,420,3,Iron Claw Pokémon,1250000,1.2,,375,202.5
1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,700,3,Iron Leg Pokémon,1250000,1.6,,376,550.0
1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,10240,35,700,3,Iron Leg Pokémon,1250000,1.6,,376,550.0
1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,20480,35,580,3,Rock Peak Pokémon,1250000,1.7,,377,230.0
1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,20480,35,580,3,Rock Peak Pokémon,1250000,1.7,,377,230.0
1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,20480,35,580,3,Iceberg Pokémon,1250000,1.8,,378,175.0
1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,20480,35,580,3,Iceberg Pokémon,1250000,1.8,,378,175.0
0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,20480,35,580,3,Iron Pokémon,1250000,1.9,,379,205.0
0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,20480,35,580,3,Iron Pokémon,1250000,1.9,,379,205.0
2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,30720,90,700,3,Eon Pokémon,1250000,1.4,0,380,40.0
2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,30720,90,700,3,Eon Pokémon,1250000,2.0,100,381,60.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30720,0,770,3,Sea Basin Pokémon,1250000,4.5,,382,352.0
1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,30720,0,770,3,Continent Pokémon,1250000,3.5,,383,950.0
0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,30720,0,780,45,Sky High Pokémon,1250000,7.0,,384,206.5
1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,30720,100,600,3,Wish Pokémon,1250000,0.3,,385,1.1
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30720,0,600,3,DNA Pokémon,1250000,1.7,,386,60.8
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,318,45,Tiny Leaf Pokémon,1059860,0.4,88.1,387,10.2
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,318,45,Tiny Leaf Pokémon,1059860,0.4,88.1,387,10.2
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,405,45,Grove Pokémon,1059860,1.1,88.1,388,97.0
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,405,45,Grove Pokémon,1059860,1.1,88.1,388,97.0
2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,5120,70,525,45,Continent Pokémon,1059860,2.2,88.1,389,310.0
2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,5120,70,525,45,Continent Pokémon,1059860,2.2,88.1,389,310.0
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,309,45,Chimp Pokémon,1059860,0.5,88.1,390,6.2
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,309,45,Chimp Pokémon,1059860,0.5,88.1,390,6.2
0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,405,45,Playful Pokémon,1059860,0.9,88.1,391,22.0
0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,405,45,Playful Pokémon,1059860,0.9,88.1,391,22.0
0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,534,45,Flame Pokémon,1059860,1.2,88.1,392,55.0
0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,5120,70,534,45,Flame Pokémon,1059860,1.2,88.1,392,55.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,314,45,Penguin Pokémon,1059860,0.4,88.1,393,5.2
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,314,45,Penguin Pokémon,1059860,0.4,88.1,393,5.2
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,405,45,Penguin Pokémon,1059860,0.8,88.1,394,23.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,405,45,Penguin Pokémon,1059860,0.8,88.1,394,23.0
0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,5120,70,530,45,Emperor Pokémon,1059860,1.7,88.1,395,84.5
0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,5120,70,530,45,Emperor Pokémon,1059860,1.7,88.1,395,84.5
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,245,255,Starling Pokémon,1059860,0.3,50,396,2.0
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,245,255,Starling Pokémon,1059860,0.3,50,396,2.0
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,340,120,Starling Pokémon,1059860,0.6,50,397,15.5
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,340,120,Starling Pokémon,1059860,0.6,50,397,15.5
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,485,45,Predator Pokémon,1059860,1.2,50,398,24.9
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,485,45,Predator Pokémon,1059860,1.2,50,398,24.9
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,250,255,Plump Mouse Pokémon,1000000,0.5,50,399,20.0
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,250,255,Plump Mouse Pokémon,1000000,0.5,50,399,20.0
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,250,255,Plump Mouse Pokémon,1000000,0.5,50,399,20.0
1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,410,127,Beaver Pokémon,1000000,1.0,50,400,31.5
1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,410,127,Beaver Pokémon,1000000,1.0,50,400,31.5
1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,410,127,Beaver Pokémon,1000000,1.0,50,400,31.5
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,194,255,Cricket Pokémon,1059860,0.3,50,401,2.2
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,194,255,Cricket Pokémon,1059860,0.3,50,401,2.2
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,384,45,Cricket Pokémon,1059860,1.0,50,402,25.5
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,384,45,Cricket Pokémon,1059860,1.0,50,402,25.5
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,263,235,Flash Pokémon,1059860,0.5,50,403,9.5
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,263,235,Flash Pokémon,1059860,0.5,50,403,9.5
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,263,235,Flash Pokémon,1059860,0.5,50,403,9.5
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,100,363,120,Spark Pokémon,1059860,0.9,50,404,30.5
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,100,363,120,Spark Pokémon,1059860,0.9,50,404,30.5
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,100,363,120,Spark Pokémon,1059860,0.9,50,404,30.5
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,523,45,Gleam Eyes Pokémon,1059860,1.4,50,405,42.0
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,523,45,Gleam Eyes Pokémon,1059860,1.4,50,405,42.0
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,523,45,Gleam Eyes Pokémon,1059860,1.4,50,405,42.0
1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,280,255,Bud Pokémon,1059860,0.2,50,406,1.2
1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,280,255,Bud Pokémon,1059860,0.2,50,406,1.2
1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,280,255,Bud Pokémon,1059860,0.2,50,406,1.2
1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,515,75,Bouquet Pokémon,1059860,0.9,50,407,14.5
1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,515,75,Bouquet Pokémon,1059860,0.9,50,407,14.5
1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,515,75,Bouquet Pokémon,1059860,0.9,50,407,14.5
1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,7680,70,350,45,Head Butt Pokémon,600000,0.9,88.1,408,31.5
1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,7680,70,350,45,Head Butt Pokémon,600000,0.9,88.1,408,31.5
1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,7680,70,495,45,Head Butt Pokémon,600000,1.6,88.1,409,102.5
1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,7680,70,495,45,Head Butt Pokémon,600000,1.6,88.1,409,102.5
0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,7680,70,350,45,Shield Pokémon,600000,0.5,88.1,410,57.0
0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,7680,70,350,45,Shield Pokémon,600000,0.5,88.1,410,57.0
0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,7680,70,495,45,Shield Pokémon,600000,1.3,88.1,411,149.5
0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,7680,70,495,45,Shield Pokémon,600000,1.3,88.1,411,149.5
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,224,120,Bagworm Pokémon,1000000,0.2,50,412,3.4
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,224,120,Bagworm Pokémon,1000000,0.2,50,412,3.4
2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,424,45,Bagworm Pokémon,1000000,0.5,0,413,6.5
2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,3840,70,424,45,Bagworm Pokémon,1000000,0.5,0,413,6.5
0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,424,45,Moth Pokémon,1000000,0.9,100,414,23.3
0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,424,45,Moth Pokémon,1000000,0.9,100,414,23.3
0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,244,120,Tiny Bee Pokémon,1059860,0.3,88.1,415,5.5
0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,244,120,Tiny Bee Pokémon,1059860,0.3,88.1,415,5.5
0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,474,45,Beehive Pokémon,1059860,1.2,0,416,38.5
0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,474,45,Beehive Pokémon,1059860,1.2,0,416,38.5
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,2560,100,405,200,EleSquirrel Pokémon,1000000,0.4,50,417,3.9
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,2560,100,405,200,EleSquirrel Pokémon,1000000,0.4,50,417,3.9
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,2560,100,405,200,EleSquirrel Pokémon,1000000,0.4,50,417,3.9
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,330,190,Sea Weasel Pokémon,1000000,0.7,50,418,29.5
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,330,190,Sea Weasel Pokémon,1000000,0.7,50,418,29.5
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,495,75,Sea Weasel Pokémon,1000000,1.1,50,419,33.5
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,495,75,Sea Weasel Pokémon,1000000,1.1,50,419,33.5
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,275,190,Cherry Pokémon,1000000,0.4,50,420,3.3
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,450,75,Blossom Pokémon,1000000,0.5,50,421,9.3
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,325,190,Sea Slug Pokémon,1000000,0.3,50,422,6.3
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,325,190,Sea Slug Pokémon,1000000,0.3,50,422,6.3
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,325,190,Sea Slug Pokémon,1000000,0.3,50,422,6.3
1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,475,75,Sea Slug Pokémon,1000000,0.9,50,423,29.9
1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,475,75,Sea Slug Pokémon,1000000,0.9,50,423,29.9
1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,5120,70,475,75,Sea Slug Pokémon,1000000,0.9,50,423,29.9
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,100,482,45,Long Tail Pokémon,800000,1.2,50,424,20.3
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,100,482,45,Long Tail Pokémon,800000,1.2,50,424,20.3
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,100,482,45,Long Tail Pokémon,800000,1.2,50,424,20.3
0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,7680,70,348,125,Balloon Pokémon,1640000,0.4,50,425,1.2
0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,7680,70,348,125,Balloon Pokémon,1640000,0.4,50,425,1.2
0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,7680,70,348,125,Balloon Pokémon,1640000,0.4,50,425,1.2
0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,7680,70,498,60,Blimp Pokémon,1640000,1.2,50,426,15.0
0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,7680,70,498,60,Blimp Pokémon,1640000,1.2,50,426,15.0
0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,7680,70,498,60,Blimp Pokémon,1640000,1.2,50,426,15.0
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,0,350,190,Rabbit Pokémon,1000000,0.4,50,427,5.5
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,0,350,190,Rabbit Pokémon,1000000,0.4,50,427,5.5
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,0,350,190,Rabbit Pokémon,1000000,0.4,50,427,5.5
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,140,580,60,Rabbit Pokémon,1000000,1.2,50,428,33.3
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,140,580,60,Rabbit Pokémon,1000000,1.2,50,428,33.3
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,140,580,60,Rabbit Pokémon,1000000,1.2,50,428,33.3
0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,6400,35,495,45,Magical Pokémon,800000,0.9,50,429,4.4
1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,505,30,Big Boss Pokémon,1059860,0.9,50,430,27.3
1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,505,30,Big Boss Pokémon,1059860,0.9,50,430,27.3
1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,505,30,Big Boss Pokémon,1059860,0.9,50,430,27.3
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,310,190,Catty Pokémon,800000,0.5,24.6,431,3.9
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,310,190,Catty Pokémon,800000,0.5,24.6,431,3.9
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,310,190,Catty Pokémon,800000,0.5,24.6,431,3.9
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,452,75,Tiger Cat Pokémon,800000,1.0,24.6,432,43.8
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,452,75,Tiger Cat Pokémon,800000,1.0,24.6,432,43.8
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,452,75,Tiger Cat Pokémon,800000,1.0,24.6,432,43.8
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,6400,70,285,120,Bell Pokémon,800000,0.2,50,433,0.6
1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,329,225,Skunk Pokémon,1000000,0.4,50,434,19.2
1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,329,225,Skunk Pokémon,1000000,0.4,50,434,19.2
1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,329,225,Skunk Pokémon,1000000,0.4,50,434,19.2
1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,479,60,Skunk Pokémon,1000000,1.0,50,435,38.0
1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,479,60,Skunk Pokémon,1000000,1.0,50,435,38.0
1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,5120,70,479,60,Skunk Pokémon,1000000,1.0,50,435,38.0
1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,5120,70,300,255,Bronze Pokémon,1000000,0.5,,436,60.5
1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,5120,70,300,255,Bronze Pokémon,1000000,0.5,,436,60.5
1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,5120,70,300,255,Bronze Pokémon,1000000,0.5,,436,60.5
1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,5120,70,500,90,Bronze Bell Pokémon,1000000,1.3,,437,187.0
1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,5120,70,500,90,Bronze Bell Pokémon,1000000,1.3,,437,187.0
1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,5120,70,500,90,Bronze Bell Pokémon,1000000,1.3,,437,187.0
1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,290,255,Bonsai Pokémon,1000000,0.5,50,438,15.0
1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,290,255,Bonsai Pokémon,1000000,0.5,50,438,15.0
1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,5120,70,290,255,Bonsai Pokémon,1000000,0.5,50,438,15.0
1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,6400,70,310,145,Mime Pokémon,1000000,0.6,50,439,13.0
1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,6400,70,310,145,Mime Pokémon,1000000,0.6,50,439,13.0
1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,6400,70,310,145,Mime Pokémon,1000000,0.6,50,439,13.0
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,140,220,130,Playhouse Pokémon,800000,0.6,0,440,24.4
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,140,220,130,Playhouse Pokémon,800000,0.6,0,440,24.4
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10240,140,220,130,Playhouse Pokémon,800000,0.6,0,440,24.4
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,35,411,30,Music Note Pokémon,1059860,0.5,50,441,1.9
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,35,411,30,Music Note Pokémon,1059860,0.5,50,441,1.9
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,35,411,30,Music Note Pokémon,1059860,0.5,50,441,1.9
1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,7680,70,485,100,Forbidden Pokémon,1000000,1.0,50,442,108.0
1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,7680,70,485,100,Forbidden Pokémon,1000000,1.0,50,442,108.0
1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,10240,70,300,45,Land Shark Pokémon,1250000,0.7,50,443,20.5
1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,10240,70,300,45,Land Shark Pokémon,1250000,0.7,50,443,20.5
